id,file,setCode,number,promoGrouping,rarity,bordered_empirical,ok,reason,axis_x,sym_score,area,cx,cy,top_y,bot_y,left_x,right_x,bbox_cx,polarity,txt_ok,txt_reason,txt_top,txt_bot,txt_mid
11-30-P3,images/11-30-P3.jpg,11,30,P3,Special,False,True,,733.508,0.9935,33518,733.661,1984.448,1918,2031,554,913,733.5,bright,True,,1976.8428,2009.0855,1992.9641
11-31,images/11-31.jpg,11,31,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.8876,2009.3302,1993.1089
11-31-P3,images/11-31-P3.jpg,11,31,P3,Special,True,True,,724.042,0.8799,5297,727.453,1967.559,1925,2011,689,778,733.5,bright,True,,1976.8064,2009.146,1992.9762
11-32,images/11-32.jpg,11,32,,Legendary,True,True,,733.476,0.9949,6664,733.558,1970.253,1920,2012,683,783,733.0,bright,True,,1976.9534,2009.3807,1993.1671
11-32-P3,images/11-32-P3.jpg,11,32,P3,Special,False,True,,733.52,0.9933,33454,733.637,1984.565,1918,2031,554,913,733.5,bright,True,,1976.8676,2009.2538,1993.0607
11-33,images/11-33.jpg,11,33,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.9243,2009.2968,1993.1106
11-33-P3,images/11-33-P3.jpg,11,33,P3,Special,False,True,,733.564,0.9811,35433,732.95,1981.969,1917,2031,554,913,733.5,dark,True,,1976.8323,2009.0691,1992.9507
11-34,images/11-34.jpg,11,34,,Common,True,False,no-component,,,,,,,,,,,,False,text-clipped,,,
11-34-P3,images/11-34-P3.jpg,11,34,P3,Special,False,True,,733.564,0.9811,35438,732.946,1981.963,1917,2031,554,913,733.5,dark,True,,1976.8127,2009.1016,1992.9571
11-35,images/11-35.jpg,11,35,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.7825,2009.2938,1993.0381
11-35-P3,images/11-35-P3.jpg,11,35,P3,Special,True,True,,724.042,0.8799,5297,727.453,1967.559,1925,2011,689,778,733.5,bright,True,,1976.7251,2009.1031,1992.9141
11-36,images/11-36.jpg,11,36,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9787,2009.2974,1993.1381
11-37,images/11-37.jpg,11,37,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.7644,2009.2687,1993.0165
11-38,images/11-38.jpg,11,38,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9265,2009.2885,1993.1075
11-39,images/11-39.jpg,11,39,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.8949,2009.2965,1993.0957
11-4,images/11-4.jpg,11,4,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.2982,2009.1704,1993.2343
11-40,images/11-40.jpg,11,40,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.1852,2009.178,1993.1816
11-41,images/11-41.jpg,11,41,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.2136,2009.1875,1993.2006
11-42,images/11-42.jpg,11,42,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1977.111,2009.3176,1993.2143
11-42-P3,images/11-42-P3.jpg,11,42,P3,Special,False,True,,725.05,0.8835,6714,727.446,1966.807,1910,2015,685,783,734.0,dark,True,,1976.8282,2009.2607,1993.0445
11-43,images/11-43.jpg,11,43,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.1117,2009.2012,1993.1565
11-44,images/11-44.jpg,11,44,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.6507,2009.0627,1993.3567
11-45,images/11-45.jpg,11,45,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.8964,2009.1955,1993.046
11-46,images/11-46.jpg,11,46,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.4345,2009.1659,1993.3002
11-47,images/11-47.jpg,11,47,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.8472,2009.1905,1993.0188
11-48,images/11-48.jpg,11,48,,Legendary,True,True,,733.476,0.9949,6664,733.558,1970.253,1920,2012,683,783,733.0,bright,True,,1977.2116,2009.1601,1993.1858
11-49,images/11-49.jpg,11,49,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.1083,2009.1785,1993.1434
11-5,images/11-5.jpg,11,5,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.7525,2009.3166,1993.0345
11-50,images/11-50.jpg,11,50,,Legendary,True,True,,733.476,0.9949,6664,733.558,1970.253,1920,2012,683,783,733.0,bright,True,,1976.7816,2009.2916,1993.0366
11-51,images/11-51.jpg,11,51,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.7481,2009.3229,1993.0355
11-52,images/11-52.jpg,11,52,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.8092,2009.3798,1993.0945
11-53,images/11-53.jpg,11,53,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.7857,2009.2921,1993.0389
11-54,images/11-54.jpg,11,54,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8977,2009.1962,1993.0469
11-55,images/11-55.jpg,11,55,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.6873,2009.2849,1992.9861
11-56,images/11-56.jpg,11,56,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8257,2009.2937,1993.0597
11-57,images/11-57.jpg,11,57,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.6747,2009.2588,1992.9668
11-58,images/11-58.jpg,11,58,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.7953,2009.2827,1993.039
11-59,images/11-59.jpg,11,59,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.7723,2009.2829,1993.0276
11-6,images/11-6.jpg,11,6,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.0475,2009.2835,1993.1655
11-60,images/11-60.jpg,11,60,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1977.0255,2009.2661,1993.1458
11-61,images/11-61.jpg,11,61,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.0135,2009.2893,1993.1514
11-62,images/11-62.jpg,11,62,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.0269,2009.3839,1993.2054
11-63,images/11-63.jpg,11,63,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9861,2009.2967,1993.1414
11-64,images/11-64.jpg,11,64,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1977.4459,2009.1647,1993.3053
11-65,images/11-65.jpg,11,65,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.8263,2009.296,1993.0611
11-66,images/11-66.jpg,11,66,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.2209,2009.269,1993.245
11-67,images/11-67.jpg,11,67,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.7881,2009.2946,1993.0414
11-68,images/11-68.jpg,11,68,,Uncommon,True,True,,812.156,0.9545,13470,811.347,1890.699,1856,1938,700,913,806.5,bright,False,text-too-thin,,,
11-69,images/11-69.jpg,11,69,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1976.9732,2009.2835,1993.1284
11-7,images/11-7.jpg,11,7,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.7189,2009.3074,1993.0131
11-70,images/11-70.jpg,11,70,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.7653,2009.2658,1993.0155
11-71,images/11-71.jpg,11,71,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.7211,2009.3098,1993.0154
11-72,images/11-72.jpg,11,72,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.7707,2009.3756,1993.0731
11-73,images/11-73.jpg,11,73,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.7623,2009.2673,1993.0148
11-74,images/11-74.jpg,11,74,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.8482,2009.1914,1993.0198
11-75,images/11-75.jpg,11,75,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.6768,2009.2547,1992.9657
11-76,images/11-76.jpg,11,76,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.7835,2009.29,1993.0367
11-77,images/11-77.jpg,11,77,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1976.6676,2009.2256,1992.9466
11-78,images/11-78.jpg,11,78,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.7729,2009.2664,1993.0196
11-79,images/11-79.jpg,11,79,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.7547,2009.2522,1993.0034
11-8,images/11-8.jpg,11,8,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9495,2009.2865,1993.118
11-80,images/11-80.jpg,11,80,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9479,2009.2769,1993.1124
11-81,images/11-81.jpg,11,81,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9368,2009.2974,1993.1171
11-82,images/11-82.jpg,11,82,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9457,2009.3807,1993.1632
11-83,images/11-83.jpg,11,83,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1976.9203,2009.2924,1993.1064
11-84,images/11-84.jpg,11,84,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.2118,2009.1627,1993.1872
11-85,images/11-85.jpg,11,85,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.7905,2009.2846,1993.0375
11-86,images/11-86.jpg,11,86,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.0809,2009.267,1993.174
11-87,images/11-87.jpg,11,87,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.7702,2009.2617,1993.0159
11-88,images/11-88.jpg,11,88,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.9524,2009.2687,1993.1106
11-89,images/11-89.jpg,11,89,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9089,2009.2802,1993.0945
11-9,images/11-9.jpg,11,9,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8964,2009.3009,1993.0987
11-90,images/11-90.jpg,11,90,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.9073,2009.2811,1993.0942
11-91,images/11-91.jpg,11,91,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.8895,2009.314,1993.1018
11-92,images/11-92.jpg,11,92,,Legendary,True,True,,733.5,1.0,63360,733.5,1943.5,1856,2031,554,913,733.5,bright,True,,1976.8963,2009.4037,1993.15
11-93,images/11-93.jpg,11,93,,Legendary,True,True,,733.476,0.9949,6664,733.558,1970.253,1920,2012,683,783,733.0,bright,True,,1976.8992,2009.2924,1993.0958
11-94,images/11-94.jpg,11,94,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.1049,2009.1792,1993.142
11-95,images/11-95.jpg,11,95,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.7746,2009.2828,1993.0287
11-96,images/11-96.jpg,11,96,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.9725,2009.2815,1993.127
11-97,images/11-97.jpg,11,97,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.7596,2009.2519,1993.0057
11-98,images/11-98.jpg,11,98,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9122,2009.2788,1993.0955
11-99,images/11-99.jpg,11,99,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9613,2009.2197,1993.0905
12-1,images/12-1.jpg,12,1,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8916,2009.4253,1993.1585
12-10,images/12-10.jpg,12,10,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.9403,2009.3848,1993.1625
12-100,images/12-100.jpg,12,100,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.966,2009.3444,1993.1552
12-101,images/12-101.jpg,12,101,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.908,2009.3903,1993.1492
12-102,images/12-102.jpg,12,102,,Rare,True,False,no-core-component,,,,,,,,,,,,False,text-clipped,,,
12-103,images/12-103.jpg,12,103,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.9762,2009.3411,1993.1587
12-104,images/12-104.jpg,12,104,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.0732,2009.3041,1993.1887
12-105,images/12-105.jpg,12,105,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8405,2009.3402,1993.0904
12-106,images/12-106.jpg,12,106,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.0507,2009.3498,1993.2003
12-107,images/12-107.jpg,12,107,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.7986,2009.3372,1993.0679
12-108,images/12-108.jpg,12,108,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9785,2009.3386,1993.1586
12-109,images/12-109.jpg,12,109,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9371,2009.3545,1993.1458
12-11,images/12-11.jpg,12,11,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.8888,2009.4283,1993.1586
12-110,images/12-110.jpg,12,110,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9102,2009.3913,1993.1507
12-111,images/12-111.jpg,12,111,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8705,2009.4237,1993.1471
12-112,images/12-112.jpg,12,112,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9512,2009.4492,1993.2002
12-113,images/12-113.jpg,12,113,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9357,2009.3831,1993.1594
12-114,images/12-114.jpg,12,114,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.0568,2009.3245,1993.1907
12-115,images/12-115.jpg,12,115,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.7999,2009.3824,1993.0911
12-116,images/12-116.jpg,12,116,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.987,2009.387,1993.187
12-117,images/12-117.jpg,12,117,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.7702,2009.3731,1993.0716
12-118,images/12-118.jpg,12,118,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9265,2009.3849,1993.1557
12-119,images/12-119.jpg,12,119,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.8989,2009.3958,1993.1474
12-12,images/12-12.jpg,12,12,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.9605,2009.4488,1993.2047
12-120,images/12-120.jpg,12,120,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.0105,2009.4087,1993.2096
12-121,images/12-121.jpg,12,121,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1976.9475,2009.4475,1993.1975
12-122,images/12-122.jpg,12,122,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.0549,2009.461,1993.258
12-123,images/12-123.jpg,12,123,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1977.0128,2009.4111,1993.212
12-124,images/12-124.jpg,12,124,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.0137,2009.4164,1993.2151
12-125,images/12-125.jpg,12,125,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1976.8558,2009.4134,1993.1346
12-126,images/12-126.jpg,12,126,,Legendary,True,True,,733.48,0.9949,6658,733.564,1970.24,1920,2012,683,783,733.0,bright,True,,1977.1229,2009.4181,1993.2705
12-127,images/12-127.jpg,12,127,,Legendary,True,True,,733.48,0.9949,6658,733.564,1970.24,1920,2012,683,783,733.0,bright,True,,1976.8054,2009.4154,1993.1104
12-128,images/12-128.jpg,12,128,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.0225,2009.4121,1993.2173
12-129,images/12-129.jpg,12,129,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9403,2009.4426,1993.1915
12-13,images/12-13.jpg,12,13,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9393,2009.3823,1993.1608
12-130,images/12-130.jpg,12,130,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9765,2009.3399,1993.1582
12-131,images/12-131.jpg,12,131,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9315,2009.3827,1993.1571
12-132,images/12-132.jpg,12,132,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.9973,2009.4129,1993.2051
12-133,images/12-133.jpg,12,133,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9807,2009.3477,1993.1642
12-134,images/12-134.jpg,12,134,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.003,2009.3351,1993.169
12-135,images/12-135.jpg,12,135,,Rare,True,False,no-core-component,,,,,,,,,,,,False,text-clipped,,,
12-136,images/12-136.jpg,12,136,,Rare,True,False,no-core-component,,,,,,,,,,,,False,text-too-thin,,,
12-137,images/12-137.jpg,12,137,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8085,2009.3363,1993.0724
12-138,images/12-138.jpg,12,138,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.9941,2009.3377,1993.1659
12-139,images/12-139.jpg,12,139,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9506,2009.3558,1993.1532
12-14,images/12-14.jpg,12,14,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.1199,2009.3192,1993.2196
12-140,images/12-140.jpg,12,140,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.0622,2009.3077,1993.185
12-141,images/12-141.jpg,12,141,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.0594,2009.3245,1993.1919
12-142,images/12-142.jpg,12,142,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.0175,2009.4184,1993.218
12-143,images/12-143.jpg,12,143,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.0132,2009.3368,1993.175
12-144,images/12-144.jpg,12,144,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.3858,2009.2328,1993.3093
12-145,images/12-145.jpg,12,145,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1976.8656,2009.3328,1993.0992
12-146,images/12-146.jpg,12,146,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.2432,2009.3077,1993.2754
12-147,images/12-147.jpg,12,147,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.835,2009.3229,1993.0789
12-148,images/12-148.jpg,12,148,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.0753,2009.3121,1993.1937
12-149,images/12-149.jpg,12,149,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.0174,2009.3211,1993.1692
12-15,images/12-15.jpg,12,15,,Legendary,True,True,,733.483,0.9947,6659,733.565,1970.232,1920,2012,683,783,733.0,bright,True,,1976.8033,2009.3774,1993.0903
12-150,images/12-150.jpg,12,150,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1976.8439,2009.3377,1993.0908
12-151,images/12-151.jpg,12,151,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.8007,2009.3823,1993.0915
12-152,images/12-152.jpg,12,152,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8623,2009.4107,1993.1365
12-153,images/12-153.jpg,12,153,,Super Rare,True,True,,733.627,0.9913,3454,733.735,1966.891,1929,2007,694,774,734.0,bright,True,,1976.8475,2009.3453,1993.0964
12-154,images/12-154.jpg,12,154,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.8598,2009.3344,1993.0971
12-155,images/12-155.jpg,12,155,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.7444,2009.3455,1993.045
12-156,images/12-156.jpg,12,156,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1976.8977,2009.3415,1993.1196
12-157,images/12-157.jpg,12,157,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.7245,2009.3273,1993.0259
12-158,images/12-158.jpg,12,158,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.8617,2009.3321,1993.0969
12-159,images/12-159.jpg,12,159,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.8295,2009.3465,1993.088
12-16,images/12-16.jpg,12,16,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.041,2009.3854,1993.2132
12-160,images/12-160.jpg,12,160,,Legendary,True,True,,733.48,0.9949,6658,733.564,1970.24,1920,2012,683,783,733.0,bright,True,,1977.0626,2009.3519,1993.2073
12-161,images/12-161.jpg,12,161,,Legendary,True,True,,733.48,0.9949,6658,733.564,1970.24,1920,2012,683,783,733.0,bright,True,,1976.9955,2009.3869,1993.1912
12-162,images/12-162.jpg,12,162,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.129,2009.4195,1993.2742
12-163,images/12-163.jpg,12,163,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.0887,2009.3484,1993.2185
12-164,images/12-164.jpg,12,164,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1977.2485,2009.3095,1993.279
12-165,images/12-165.jpg,12,165,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.8916,2009.3513,1993.1214
12-166,images/12-166.jpg,12,166,,Common,True,True,,733.574,0.9851,4493,733.637,1968.051,1930,2005,696,771,733.5,bright,True,,1977.2237,2009.3527,1993.2882
12-167,images/12-167.jpg,12,167,,Rare,True,True,,733.605,0.9932,4130,733.743,1980.145,1929,2007,686,782,734.0,bright,True,,1976.7971,2009.3838,1993.0905
12-168,images/12-168.jpg,12,168,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1977.1097,2009.3423,1993.226
12-169,images/12-169.jpg,12,169,,Uncommon,True,True,,733.505,0.9991,5279,733.48,1968.192,1928,2008,695,772,733.5,bright,True,,1976.9781,2009.3814,1993.1798
